不	[[驾驶员不应转化为交强险中的“第三者”,0.11552453009332421],[盘点美国宇航局发布的浩瀚宇宙星空精彩图片,0.04077336356234972],[官员赌博称陪女同事度更年期　看尽中国为官不仁,0.016906028794145007],[·搜狐社区用户请确认您发表的言论符合,0.015403270679109895],[日本森永召回约３２万盒奶制品　包括立顿奶茶等,0.014440566261665526],[剩余可输入字符数：４０００,0.014002973344645361],[工业盐造酱油事件追踪：海天起诉威极商标侵权,0.01184866975316146],[加拿大西部发生石油管道泄漏　距市区月１００公里,0.009973340727481227],[新疆地震局：乌恰近期发生更大地震可能性不大,0.009060747458299939],[江苏丰县回应３００多亩大棚变身荒草地,0.008610523982111122],[联合国发布报告称预测２０１２年中国经济增长８．３％,0.00805985093674355],[新娘打麻将不入洞房　新郎赌气防晒霜里灌冰淇淋,0.007744661235306652],[黎巴嫩北部发生教派冲突　已致１２人死４９人受伤,0.007037027213806551],[干爹干女儿偷情十年　私奔不成相约服药割腕,0.006664876736153321],[传汤灿被判１５年　经纪人回应称“在北京好好的”,0.006601401719618527],[美国大肠杆菌６州扩散　１名儿童死亡,0.00644788074939484],[男子嫖娼起纠纷挨打　老乡帮寻仇认错门被捅死,0.006330111237990367],[房贷利率走低经济回暖　纽约华人再掀购房热,0.006161308271643958],[张绍刚发道歉信网友不认可：他的问题是俯视他人（图）,0.0061340458456632324],[烟台食品安全新规：种植环节出问题农业部门负责,0.006080238425964432],[苏贞昌：若执政者一意孤行　民进党将强烈反应,0.006053687166462404],[Ａ股市场遭遇黑色星期一　基金表态不必过度悲观,0.005899124940935705],[多地楼市密集微调　民众担忧市场反弹,0.0056353429313816695],[学者争论降息对楼市影响　马光远称楼市将反弹,0.005612527777813322],[四大银行股价节节溃退　工行建行跌破汇金成本线,0.005523085104063309],[北京８家银行房贷利率最低８．５折　业内称已是底线,0.00500467278382632],[许小年：民营企业家与制度的摩擦将长期存在,0.004847183080838778],[中石油创历史新低　大盘或开启短线下跌空间,0.004830293941184288],[欧洲杯大战在即　荷兰葡萄牙面临淘汰将背水一战,0.004715286942584661],[证券业协会六招遏制ＩＰＯ人情报价,0.004387007471898388],[５月数据或令调控再出手　非对称降息预期升温,0.004318674022180344],[第四期国债２０分钟卖光　发售前晚市民已排队等候,0.004213660672096932],[武汉一环卫工人因“占道”遭围殴　被泼滚烫米粉,0.004163046129489161],[银行开打存款争夺战　三年定存利率竟相差３．５％,0.004041674522215424],[信贷资产证券化重启　众银行抢５００亿额度,0.003938336253181508],[约定收益不断攀升　分级债基趁势吸金,0.0037980667427942208],[国内油价两连跌　下游行业跟涨容易跟跌难,0.003677173371670797],[乌鲁木齐一患者家属医院电梯内挥拳打伤女医生,0.0035821559718860222],[蒲长城：去年重新审核并淘汰４０％乳制品企业,0.0032618690849879777],[发改委连发两文赞阶梯电价：实现富人补贴穷人,0.0032465910096484557],[１０万七天理财收益仅百元　银行产品实际收益低,0.0031364125817192096],[重庆上邦高球场非法占地７６４亩被罚１２７３万,0.0031152682272357094],[叶檀：央行降息是倒逼的结果,0.003040119212982216],[煤企纷纷降价促销　煤炭“黄金十年”或已终结,0.0030136833937388927],[东方基金庞飒：习惯逆向投资,0.003007146119565923],[王耀辉涉农行副行长案　曾借道信托违规圈钱,0.0029495624704678524],[河南漯河省级文保旁建高楼　百年老房随时会坍塌,0.0026405606878474107],[李旭利：常理上不太可能选择工行建行做老鼠仓,0.0025205352020361647]]
电子	[[·搜狐社区用户请确认您发表的言论符合,0.034232112021047756],[剩余可输入字符数：４０００,0.03112010183731614],[三部委决定在上海试行启运港退税政策,0.010925142134376942],[第四期国债２０分钟卖光　发售前晚市民已排队等候,0.009364407543751665],[大连有望设立第五个国家级新区　带动东北振兴,0.007066261655720866],[第五个国家级新区有望落户大连　１０股最大赢家,0.007050091720581917],[“十分钟”传导“三公里”,0.0069078252957271245],[煤企纷纷降价促销　煤炭“黄金十年”或已终结,0.006697587134552821]]
电子公告	[[·搜狐社区用户请确认您发表的言论符合,0.0464389152284712],[剩余可输入字符数：４０００,0.04221719566224655]]
的	[[盘点中国特色的雷人标语,0.05371460027154274],[曝光朝鲜官员的隐秘特供商店　真令人失望,0.03222876016292565],[梵高理财坠落轨迹　凶悍的人海战术,0.03222876016292565],[走近霓虹灯下的俄罗斯女孩　梦醉迷离（,0.03222876016292565],[邯郸现食人鳄：盘点盲目放生导致的悲剧,0.03222876016292565],[驾驶员不应转化为交强险中的“第三者”,0.02685730013577137],[情人节当晚北京道路拥堵,0.017904866757180914],[京广线Ｄ６１５次动车突发故障停车,0.014012504418663325],[英国摄影师记录胖人生活,0.011510271486759158],[盘点美国宇航局发布的浩瀚宇宙星空精彩图片,0.009479047106742838],[两女冒充韩整形专家　１７岁女生割成“怒目圆睁”,0.008481252674454117],[盘点全球空姐的秘闻,0.00786067321046967],[人类最丑陋的“行为艺术”,0.007495060503005964],[探秘崖葬悬棺中的惊悚干尸,0.007495060503005964],[ｈｏｌｄ不住命运的中国人,0.007495060503005964],[中国员工何时成了外企老板的出气筒？,0.007006252209331662],[胆小勿入！揭秘世界上最美悬崖,0.007006252209331662],[汶川地震三周年：“猪坚强”的幸福生活,0.0068571830133884355],[中大奖的都是人才！盘点各种有创意领奖装备,0.006577297992433805],[谁能帮帮他！请关注逃命到张家界的手脚链锁青年,0.006445752032585129],[重庆一男子连杀３人刺伤１民警后被围殴致死,0.006319364737828558],[泰国中部遇半世纪以来最严重洪灾　总理英拉慰问,0.005968288919060305],[中国单年捐赠过亿的十大富豪,0.005556682786711318],[脱衣舞“疯狂”农村夏夜让人汗颜,0.005556682786711318],[官员情妇两次流产遭抛弃　曝光官员淫秽短信,0.005371460027154274],[他们靠什么上位走红？,0.005035743775457132],[活跃在全球政坛上的“铁娘子”,0.005035743775457132],[金正恩为朝少年团代表安排宴会　学生发誓坚决跟随（图）,0.004739523553371419],[村民发现乌木值百万　当地政府夺走称属国有,0.004476216689295228],[探访非洲地狱般沙漠：火山毒气硫磺湖泊俱全,0.004240626337227059],[广西南宁整治６家涉黄场所　嫖客自抽耳光,0.004185553267912422],[那些匪夷所思的意外,0.004185553267912422],[北京宝马女挤翻本田撞飞路人　受审迟到庭上轻笑,0.004131892328580211],[李大霄：政策利好不断累积　股市将向好无须悲观,0.004028595020365706],[食品添加剂　你了解多少？,0.004028595020365706],[甘肃金塔矿难被困１３人遇难,0.0038367571622530527],[阳光人寿“龙凤宝贝计划之传家保保单”上市,0.003704455191140879],[福建选举产生４１名出席十八大代表　贺国强当选,0.0036212090070702973],[·搜狐社区用户请确认您发表的言论符合,0.003580973351436183],[台媒曝岛内大学教授假发票案　涉案教授或达千人,0.003580973351436183],[（文化）（２）上海老相机制造博物馆即将开门迎客,0.003580973351436183],[美国龙卷风最新消息,0.003503126104665831],[日本森永召回约３２万盒奶制品　包括立顿奶茶等,0.0033571625169714213],[剩余可输入字符数：４０００,0.0032554303194874392],[美国大豆出口六成进入中国,0.0032554303194874392],[偷渡客竟然藏身面粉车　走霉运仍难逃被抓,0.003129005841060742],[广东未来三天热　带伞防阵雨（图）,0.003129005841060742],[证监会：重组中股票异常交易监管将加强,0.002929887287538695],[中国渔政船正常巡航钓鱼岛遭日方“警告”,0.002903491906569878],[全球最具争议道德底线,0.0028775678716897895],[留学录取率最高的１５所美国名校,0.002852102669285455],[法国第一女友继续做记者　不再报道政治话题（图）,0.002827084224818039],[工业盐造酱油事件追踪：海天起诉威极商标侵权,0.002754594885720141],[中国第２６次南极考察队乘雪龙号出征,0.0026202244034898904],[北新建材及其控股子公司拟逾４亿投资三项目,0.002498353501001988],[中国三菱劳工索赔团在日本国会前游行示威,0.002352464245469025],[＃（关注夏收）（３）夫妻“麦客”忙麦收,0.002352464245469025],[加拿大西部发生石油管道泄漏　距市区月１００公里,0.002318615839059399],[缅甸若开邦骚乱局势总体得到控制,0.002222673114684527],[“在野党”联手　台湾行政负责人施政报告受阻,0.0022074493262277837],[日本首相野田组建新一届内阁　更换５名内阁大臣,0.0022074493262277837],[新股申报脚步放缓　上周新增３家拟上市公司,0.0021924326641446015],[妇女色诱八旬老头　３名壮汉扮警察抓嫖敲诈钱财,0.0021630040377802447],[香港女收银员被拍胸及被称“大波莲”获赔８万,0.00214858401086171],[高考成绩２３日可查　香港高校月底开始面试,0.002134354977677195],[新疆地震局：乌恰近期发生更大地震可能性不大,0.0021064549126095194],[江苏丰县回应３００多亩大棚变身荒草地,0.002001786345523332],[考古学家挖到莎士比亚剧院遗址　建造于红灯区,0.0019414915760798583],[陈文辉：偿付能力监管体系需与时俱进,0.0019414915760798583],[日本石垣市为“后期管理”钓鱼岛募捐　被指敛财,0.0018847228165453592],[联合国发布报告称预测２０１２年中国经济增长８．３％,0.001873765125751491],[父亲和三岁女儿翻唱《因为爱情》走红网络,0.00186293411346391],[联合国秘书长敦促叙利亚政府履行安南和平计划,0.00186293411346391],[新娘打麻将不入洞房　新郎赌气防晒霜里灌冰淇淋,0.0018004893945768518],[扎克伯格携妻罗马当街吃３０元麦当劳午餐（组图）,0.0017515630523329156],[重庆一库房危化品泄漏　上百人紧急转移（图）,0.0017515630523329156],[监管部门开绿灯小产权房疯长　涉及群众一万余人,0.0017420951439419269],[美国再次坚称俄罗斯向叙利亚供应战斗直升机,0.0016962505348908235],[黎巴嫩北部发生教派冲突　已致１２人死４９人受伤,0.0016359776732449566],[农行２万存款变保单　退回须赔违约金逾６千元,0.0016195356865791781],[山东曲阜孔林附近女子被斩首续：系凶手女友,0.0016114380081462822],[山西省委书记：煤老板将淡出历史舞台,0.001564502920530371],[干爹干女儿偷情十年　私奔不成相约服药割腕,0.0015494596232175793],[传汤灿被判１５年　经纪人回应称“在北京好好的”,0.0015347028649012214],[国资委回应央企审计报告　称９７％问题完成修改,0.0014990121006011928],[美国大肠杆菌６州扩散　１名儿童死亡,0.0014990121006011928],[拆迁款瘦身记：拨款１７１万支付１４０万到手３１万,0.0014783834937121857],[男子嫖娼起纠纷挨打　老乡帮寻仇认错门被捅死,0.001471632884151856],[药监局：６月底前完成城区餐饮单位量化分级管理,0.001471632884151856],[房贷利率走低经济回暖　纽约华人再掀购房热,0.0014323893405744732],[张绍刚发道歉信网友不认可：他的问题是俯视他人（图）,0.0014260513346427276],[重大资产收购方案获通过　三公司今起复牌,0.001419769170172936],[烟台食品安全新规：种植环节出问题农业部门负责,0.0014135421124090194],[苏贞昌：若执政者一意孤行　民进党将强烈反应,0.0014073694394290675],[财政部：政府性资金要对民间投资主体同等对待,0.0014073694394290675],[江西遂川系列“捡钱分钱”诈骗案被警方破获,0.001395184422637474],[Ａ股市场遭遇黑色星期一　基金表态不必过度悲观,0.001371436602677687],[家中遭遇泥石流　７旬老太半夜砸门救出家人,0.0013428650067885686],[中国经济走过黄金十年　转型将造福世界经济,0.0013101122017449452],[多地楼市密集微调　民众担忧市场反弹,0.0013101122017449452],[学者争论降息对楼市影响　马光远称楼市将反弹,0.001304808103762172],[多伦多枪击案似为寻仇　目击者回忆＂恐怖＂现场,0.0012995467807631307],[四大银行股价节节溃退　工行建行跌破汇金成本线,0.0012840143491205437],[我国拟修改安全生产法　企业存隐患可被断水断电,0.0012116075249220166],[理财从儿童做起　６招教您的孩子学习理财,0.0011980951733429608],[北京８家银行房贷利率最低８．５折　业内称已是底线,0.0011634931466760162],[三部委决定在上海试行启运港退税政策,0.0011428638355647392],[“走婚族”悄然兴起　六成网友称能接受,0.001134815498694565],[许小年：民营企业家与制度的摩擦将长期存在,0.0011268797259764212],[中石油创历史新低　大盘或开启短线下跌空间,0.0011229533157813814],[各国央行推量化动力足　中国或面临两难格局,0.0011075175313720153],[欧洲杯大战在即　荷兰葡萄牙面临淘汰将背水一战,0.0010962163320723008],[可乐瓶里有根管　身价能翻千倍,0.001077884955281794],[中美联手破获跨国走私武器案　主犯系美国士兵,0.0010362945390008245],[证券业协会六招遏制ＩＰＯ人情报价,0.0010198974735103053],[５月数据或令调控再出手　非对称降息预期升温,0.0010040112200288363],[叙粮价大涨百万人需援助　海外人士资助反对派,0.001000893172761666],[第四期国债２０分钟卖光　发售前晚市民已排队等候,0.000979597573341205],[武汉一环卫工人因“占道”遭围殴　被泼滚烫米粉,0.0009678306355232927],[银行开打存款争夺战　三年定存利率竟相差３．５％,0.000939613998919115],[泉州１０米高架桥机倒塌　１名工人坠落受重伤（图）,0.000931467056731955],[信贷资产证券化重启　众银行抢５００亿额度,0.0009155897773558422],[约定收益不断攀升　分级债基趁势吸金,0.0008829797304911136],[银行员工倒苦水：没有存款资源就别进银行,0.000878167851850835],[国内油价两连跌　下游行业跟涨容易跟跌难,0.0008548742748786643],[公安机关销毁１０余万非法枪支　跨国武器走私渐起,0.0008526127027229007],[乌鲁木齐一患者家属医院电梯内挥拳打伤女医生,0.0008327845003339961],[蒲长城：去年重新审核并淘汰４０％乳制品企业,0.0007583237685394269],[发改委连发两文赞阶梯电价：实现富人补贴穷人,0.0007547719007710924],[大连有望设立第五个国家级新区　带动东北振兴,0.0007391917468560929],[第五个国家级新区有望落户大连　１０股最大赢家,0.0007375002325612276],[酒泉基地安装红外防侵入装置　装甲车巡逻,0.000735816442075928],[１０万七天理财收益仅百元　银行产品实际收益低,0.0007291574697494491],[重庆上邦高球场非法占地７６４亩被罚１２７３万,0.0007242418014140595],[“十分钟”传导“三公里”,0.0007226179408727723],[叶檀：央行降息是倒逼的结果,0.0007067710562045097],[煤企纷纷降价促销　煤炭“黄金十年”或已终结,0.0007006252209331663],[东方基金庞飒：习惯逆向投资,0.0006991054265276713],[王耀辉涉农行副行长案　曾借道信托违规圈钱,0.0006857183013388435],[河南漯河省级文保旁建高楼　百年老房随时会坍塌,0.0006138811459604885],[李旭利：常理上不太可能选择工行建行做老鼠仓,0.000585977457507739]]
破坏	[[·搜狐社区用户请确认您发表的言论符合,0.03873727988891625],[剩余可输入字符数：４０００,0.03521570898992386],[山西省委书记：煤老板将淡出历史舞台,0.0169240543204003],[乌鲁木齐一患者家属医院电梯内挥拳打伤女医生,0.00900866974160843],[河南漯河省级文保旁建高楼　百年老房随时会坍塌,0.006640676552385642]]
确认	[[甘肃金塔矿难被困１３人遇难,0.035422971026624665],[福建选举产生４１名出席十八大代表　贺国强当选,0.0334329164745671],[·搜狐社区用户请确认您发表的言论符合,0.03306143962484969],[剩余可输入字符数：４０００,0.03005585420440881],[中国渔政船正常巡航钓鱼岛遭日方“警告”,0.026806572668797043],[传汤灿被判１５年　经纪人回应称“在北京好好的”,0.014169188410649868],[美国大肠杆菌６州扩散　１名儿童死亡,0.01383967240109987],[可乐瓶里有根管　身价能翻千倍,0.009951603900456428],[约定收益不断攀升　分级债基趁势吸金,0.008152135797908142]]
社区	[[·搜狐社区用户请确认您发表的言论符合,0.03873727988891625],[剩余可输入字符数：４０００,0.03521570898992386],[重庆上邦高球场非法占地７６４亩被罚１２７３万,0.007834506044949355],[“十分钟”传导“三公里”,0.007816939887897898],[河南漯河省级文保旁建高楼　百年老房随时会坍塌,0.006640676552385642]]
符合	[[福建选举产生４１名出席十八大代表　贺国强当选,0.03461674249319435],[·搜狐社区用户请确认您发表的言论符合,0.034232112021047756],[剩余可输入字符数：４０００,0.03112010183731614],[财政部：政府性资金要对民间投资主体同等对待,0.013453668479887762],[三部委决定在上海试行启运港退税政策,0.010925142134376942],[各国央行推量化动力足　中国或面临两难格局,0.010587251140530232],[证券业协会六招遏制ＩＰＯ人情报价,0.009749652157893347],[信贷资产证券化重启　众银行抢５００亿额度,0.008752528641745165]]
管理	[[·搜狐社区用户请确认您发表的言论符合,0.023334009209806352],[剩余可输入字符数：４０００,0.0212127356452785],[江苏丰县回应３００多亩大棚变身荒草地,0.01304385608001597],[陈文辉：偿付能力监管体系需与时俱进,0.012650968848690191],[日本石垣市为“后期管理”钓鱼岛募捐　被指敛财,0.012281057478845447],[监管部门开绿灯小产权房疯长　涉及群众一万余人,0.011351680156122009],[国资委回应央企审计报告　称９７％问题完成修改,0.009767724785500332],[拆迁款瘦身记：拨款１７１万支付１４０万到手３１万,0.009633306554507209],[药监局：６月底前完成城区餐饮单位量化分级管理,0.009589318853345075],[烟台食品安全新规：种植环节出问题农业部门负责,0.009210793109134086],[财政部：政府性资金要对民间投资主体同等对待,0.009170571305164067],[我国拟修改安全生产法　企业存隐患可被断水断电,0.00789496552211493],[三部委决定在上海试行启运港退税政策,0.007447024215895643],[证券业协会六招遏制ＩＰＯ人情报价,0.006645762116716998],[５月数据或令调控再出手　非对称降息预期升温,0.006542245572842902],[武汉一环卫工人因“占道”遭围殴　被泼滚烫米粉,0.006306488975623338],[银行员工倒苦水：没有存款资源就别进银行,0.005722236590960685],[公安机关销毁１０余万非法枪支　跨国武器走私渐起,0.005555716478525321],[酒泉基地安装红外防侵入装置　装甲车巡逻,0.004794659426672537],[１０万七天理财收益仅百元　银行产品实际收益低,0.004751268843625728],[重庆上邦高球场非法占地７６４亩被罚１２７３万,0.0047192378177136445],[东方基金庞飒：习惯逆向投资,0.004555446483476294],[王耀辉涉农行副行长案　曾借道信托违规圈钱,0.004468214529537386]]
经营	[[阳光人寿“龙凤宝贝计划之传家保保单”上市,0.030333992294428257],[·搜狐社区用户请确认您发表的言论符合,0.029322859217947316],[剩余可输入字符数：４０００,0.026657144743588473],[加拿大西部发生石油管道泄漏　距市区月１００公里,0.018986023954066608],[江苏丰县回应３００多亩大棚变身荒草地,0.01639166043239291],[新娘打麻将不入洞房　新郎赌气防晒霜里灌冰淇淋,0.01474333703695675],[山西省委书记：煤老板将淡出历史舞台,0.01281095791075368],[国资委回应央企审计报告　称９７％问题完成修改,0.012274685254024458],[重大资产收购方案获通过　三公司今起复牌,0.011625803214164135],[烟台食品安全新规：种植环节出问题农业部门负责,0.01157481284918973],[我国拟修改安全生产法　企业存隐患可被断水断电,0.009921268156448339],[银行员工倒苦水：没有存款资源就别进银行,0.007190891906308606],[重庆上邦高球场非法占地７６４亩被罚１２７３万,0.005930465909247772]]
维护	[[·搜狐社区用户请确认您发表的言论符合,0.0355408124172298],[剩余可输入字符数：４０００,0.032309829470208905],[传汤灿被判１５年　经纪人回应称“在北京好好的”,0.015231776750241342],[银行员工倒苦水：没有存款资源就别进银行,0.008715730565533191],[乌鲁木齐一患者家属医院电梯内挥拳打伤女医生,0.008265305213309255],[蒲长城：去年重新审核并淘汰４０％乳制品企业,0.007526289688354544],[重庆上邦高球场非法占地７６４亩被罚１２７３万,0.007188029477641982]]
编号	[[·搜狐社区用户请确认您发表的言论符合,0.0464389152284712],[剩余可输入字符数：４０００,0.04221719566224655]]
而	[[李大霄：政策利好不断累积　股市将向好无须悲观,0.020506606243801642],[·搜狐社区用户请确认您发表的言论符合,0.018228094438934795],[日本森永召回约３２万盒奶制品　包括立顿奶茶等,0.017088838536501366],[剩余可输入字符数：４０００,0.016570994944486175],[美国大豆出口六成进入中国,0.016570994944486175],[全球最具争议道德底线,0.014647575888429744],[联合国秘书长敦促叙利亚政府履行安南和平计划,0.009482823696555672],[农行２万存款变保单　退回须赔违约金逾６千元,0.008243861806553425],[传汤灿被判１５年　经纪人回应称“在北京好好的”,0.007812040473829197],[拆迁款瘦身记：拨款１７１万支付１４０万到手３１万,0.0075253600894684925],[男子嫖娼起纠纷挨打　老乡帮寻仇认错门被捅死,0.007490997714630737],[房贷利率走低经济回暖　纽约华人再掀购房热,0.0072912377755739175],[张绍刚发道歉信网友不认可：他的问题是俯视他人（图）,0.0072589756615227055],[多地楼市密集微调　民众担忧市场反弹,0.006668815038634681],[多伦多枪击案似为寻仇　目击者回忆＂恐怖＂现场,0.006615034272194078],[理财从儿童做起　６招教您的孩子学习理财,0.006098618957264428],[“走婚族”悄然兴起　六成网友称能接受,0.0057765088010708855],[许小年：民营企业家与制度的摩擦将长期存在,0.00573611363462983],[各国央行推量化动力足　中国或面临两难格局,0.005637554981113854],[欧洲杯大战在即　荷兰葡萄牙面临淘汰将背水一战,0.0055800289098779975],[可乐瓶里有根管　身价能翻千倍,0.005486717389645924],[５月数据或令调控再出手　非对称降息预期升温,0.005110680683813493],[叙粮价大涨百万人需援助　海外人士资助反对派,0.005094809004671215],[第四期国债２０分钟卖光　发售前晚市民已排队等候,0.004986408813082466],[信贷资产证券化重启　众银行抢５００亿额度,0.004660592328136737],[约定收益不断攀升　分级债基趁势吸金,0.004494598628778442],[银行员工倒苦水：没有存款资源就别进银行,0.0044701049032810115],[国内油价两连跌　下游行业跟涨容易跟跌难,0.004351534481443319],[发改委连发两文赞阶梯电价：实现富人补贴穷人,0.0038419871182766544],[重庆上邦高球场非法占地７６４亩被罚１２７３万,0.0036865808977620935],[“十分钟”传导“三公里”,0.0036783150213097115],[叶檀：央行降息是倒逼的结果,0.0035976502182108144],[煤企纷纷降价促销　煤炭“黄金十年”或已终结,0.0035663663032698507],[东方基金庞飒：习惯逆向投资,0.003558630150768181],[王耀辉涉农行副行长案　曾借道信托违规圈钱,0.0034904861691577266],[河南漯河省级文保旁建高楼　百年老房随时会坍塌,0.003124816189531679],[李旭利：常理上不太可能选择工行建行做老鼠仓,0.0029827790900075115]]
联网	[[·搜狐社区用户请确认您发表的言论符合,0.04076307496440463],[剩余可输入字符数：４０００,0.03705734087673149],[中美联手破获跨国走私武器案　主犯系美国士兵,0.011796388253364685],[公安机关销毁１０余万非法枪支　跨国武器走私渐起,0.00970549403914396]]
自负	[[·搜狐社区用户请确认您发表的言论符合,0.0464389152284712],[剩余可输入字符数：４０００,0.04221719566224655]]
色情	[[·搜狐社区用户请确认您发表的言论符合,0.0464389152284712],[剩余可输入字符数：４０００,0.04221719566224655]]
行政	[[·搜狐社区用户请确认您发表的言论符合,0.02855627175698119],[剩余可输入字符数：４０００,0.025960247051801087],[证监会：重组中股票异常交易监管将加强,0.023364222346620972],[“在野党”联手　台湾行政负责人施政报告受阻,0.0176031812200569],[日本首相野田组建新一届内阁　更换５名内阁大臣,0.0176031812200569],[日本石垣市为“后期管理”钓鱼岛募捐　被指敛财,0.015029616714200627],[重大资产收购方案获通过　三公司今起复牌,0.011321869859596068],[苏贞昌：若执政者一意孤行　民进党将强烈反应,0.01122298890012361],[证券业协会六招遏制ＩＰＯ人情报价,0.008133115373823756],[乌鲁木齐一患者家属医院电梯内挥拳打伤女医生,0.006640993431856091],[大连有望设立第五个国家级新区　带动东北振兴,0.005894643252587861],[第五个国家级新区有望落户大连　１０股最大赢家,0.005881154366426332],[“十分钟”传导“三公里”,0.0057624763635163835],[河南漯河省级文保旁建高楼　百年老房随时会坍塌,0.004895360872625347]]
规定	[[印度民众观测日环食,0.036997915696023294],[盘点全球空姐的秘闻,0.036997915696023294],[郑州客流未减“春运”延长,0.036997915696023294],[上海山寨版五角大楼,0.036117012941356066],[人类最丑陋的“行为艺术”,0.03527708240783616],[探秘崖葬悬棺中的惊悚干尸,0.03527708240783616],[超惊险！蟒蛇暴起咬人全过程！,0.03527708240783616],[选秀“脱光门”女主角被人肉,0.03527708240783616],[ｈｏｌｄ不住命运的中国人,0.03527708240783616],[最新朝鲜生活照　有辛酸也有快乐,0.03447533053493079],[珍贵照片展示真实毛泽东身前背后事,0.03447533053493079],[全国掀起扫黄风暴　涉黄场所天上落人间,0.033709212078599],[全国１４１万考生参加“国考”,0.033709212078599],[２０１０哪些“浮云”让你印象深刻,0.033709212078599],[中国员工何时成了外企老板的出气筒？,0.032976403120368585],[尼日利亚北部连环爆炸　数百人死亡,0.032976403120368585],[郑州火车站新出站口遭“冷落”,0.032976403120368585],[中东出石油更盛产美女　王妃夫人各个是传奇,0.03227477752206287],[中国８０后美女漫画家“秒杀”日本宅男,0.03227477752206287],[探险家深入活火山内部　炙热熔岩随时喷涌,0.03227477752206287],[盘点全球最奢侈购物区　欧美ＰＫ阿联酋,0.03227477752206287],[中大奖的都是人才！盘点各种有创意领奖装备,0.030957439664019485],[全球最佳国家排名　中国仅列第５９远落后于日韩,0.030957439664019485],[清华大学师生表演大型团体操　迎接百年校庆,0.030957439664019485],[谁能帮帮他！请关注逃命到张家界的手脚链锁青年,0.0303382908707391],[福建选举产生４１名出席十八大代表　贺国强当选,0.017043983635246684],[·搜狐社区用户请确认您发表的言论符合,0.0168546060392995],[剩余可输入字符数：４０００,0.015322369126635909],[证监会：重组中股票异常交易监管将加强,0.013790132213972316],[房贷利率走低经济回暖　纽约华人再掀购房热,0.006741842415719799],[烟台食品安全新规：种植环节出问题农业部门负责,0.006653133962881381],[财政部：政府性资金要对民间投资主体同等对待,0.006624080976143907],[我国拟修改安全生产法　企业存隐患可被断水断电,0.005702686253898326],[三部委决定在上海试行启运港退税政策,0.005379129587010478],[证券业协会六招遏制ＩＰＯ人情报价,0.004800362479547325],[武汉一环卫工人因“占道”遭围殴　被泼滚烫米粉,0.004555298929540405],[信贷资产证券化重启　众银行抢５００亿额度,0.004309416316866349],[酒泉基地安装红外防侵入装置　装甲车巡逻,0.0034632752135546913],[１０万七天理财收益仅百元　银行产品实际收益低,0.00343193335641845],[叶檀：央行降息是倒逼的结果,0.0033265669814406904],[王耀辉涉农行副行长案　曾借道信托违规圈钱,0.003227477752206287],[河南漯河省级文保旁建高楼　百年老房随时会坍塌,0.0028893610353084853]]
触犯	[[·搜狐社区用户请确认您发表的言论符合,0.0464389152284712],[剩余可输入字符数：４０００,0.04221719566224655]]
言论	[[·搜狐社区用户请确认您发表的言论符合,0.0464389152284712],[剩余可输入字符数：４０００,0.04221719566224655]]
许可	[[食品添加剂　你了解多少？,0.04357943987503078],[·搜狐社区用户请确认您发表的言论符合,0.03873727988891625],[剩余可输入字符数：４０００,0.03521570898992386],[监管部门开绿灯小产权房疯长　涉及群众一万余人,0.0188451631892025],[河南漯河省级文保旁建高楼　百年老房随时会坍塌,0.006640676552385642]]
许可证	[[·搜狐社区用户请确认您发表的言论符合,0.04076307496440463],[剩余可输入字符数：４０００,0.03705734087673149],[监管部门开绿灯小产权房疯长　涉及群众一万余人,0.01983068511781847],[河南漯河省级文保旁建高楼　百年老房随时会坍塌,0.006987955708183651]]
论坛	[[·搜狐社区用户请确认您发表的言论符合,0.03873727988891625],[剩余可输入字符数：４０００,0.03521570898992386],[陈文辉：偿付能力监管体系需与时俱进,0.021002139698810016],[叙粮价大涨百万人需援助　海外人士资助反对派,0.010827190031063546],[蒲长城：去年重新审核并淘汰４０％乳制品企业,0.008203188682358734]]
请	[[谁能帮帮他！请关注逃命到张家界的手脚链锁青年,0.06397346235101363],[·搜狐社区用户请确认您发表的言论符合,0.0355408124172298],[剩余可输入字符数：４０００,0.032309829470208905],[日本石垣市为“后期管理”钓鱼岛募捐　被指敛财,0.018705690745910417],[传汤灿被判１５年　经纪人回应称“在北京好好的”,0.015231776750241342],[张绍刚发道歉信网友不认可：他的问题是俯视他人（图）,0.014153420874118059],[可乐瓶里有根管　身价能翻千倍,0.010697903403179537]]
责任	[[·搜狐社区用户请确认您发表的言论符合,0.02855627175698119],[剩余可输入字符数：４０００,0.025960247051801087],[证监会：重组中股票异常交易监管将加强,0.023364222346620972],[山东曲阜孔林附近女子被斩首续：系凶手女友,0.012850322290641536],[国资委回应央企审计报告　称９７％问题完成修改,0.011953788177340963],[药监局：６月底前完成城区餐饮单位量化分级管理,0.0117354541467046],[烟台食品安全新规：种植环节出问题农业部门负责,0.01127221253565047],[我国拟修改安全生产法　企业存隐患可被断水断电,0.009661896459128974],[三部委决定在上海试行启运港退税政策,0.00911370375222804],[武汉一环卫工人因“占道”遭围殴　被泼滚烫米粉,0.007717911285670592],[泉州１０米高架桥机倒塌　１名工人坠落受重伤（图）,0.007427931959908402],[蒲长城：去年重新审核并淘汰４０％乳制品企业,0.006047210489713664],[王耀辉涉农行副行长案　曾借道信托违规圈钱,0.005468222251336824],[李旭利：常理上不太可能选择工行建行做老鼠仓,0.004672844469324195]]
